img_id,Entropy,Fisher information,Label
1,0.9298551926000426,0.021787753140765528,Pulmonary Consolidation
2,0.9392029980772436,0.024690846109672166,Pulmonary Consolidation
3,0.9367284109599795,0.025449925794889663,Pulmonary Consolidation
4,0.9438977177100412,0.022145049689911055,Pulmonary Consolidation
5,0.9351720496730017,0.025204376177439626,Pulmonary Consolidation
6,0.9397469560615777,0.025837750732322466,Pulmonary Consolidation
7,0.9337826974519405,0.026766554075689532,Pulmonary Consolidation
8,0.9262821477170615,0.02933790166721303,Pulmonary Consolidation
9,0.9315321392128199,0.03249431971406351,Pulmonary Consolidation
10,0.9300706091665278,0.026607350464745792,Pulmonary Consolidation
11,0.9143085466527052,0.030892138650610503,Pulmonary Consolidation
12,0.9495297944309604,0.017793819234975354,Pulmonary Consolidation
13,0.9511866566422879,0.01805080117593945,Pulmonary Consolidation
14,0.9490975382010906,0.01920726334840365,Pulmonary Consolidation
15,0.9490952626285808,0.018861367146501076,Pulmonary Consolidation
16,0.9334454822122381,0.024692952137671826,Pulmonary Consolidation
17,0.9463594771673309,0.017787234027084757,Pulmonary Consolidation
18,0.966012779727174,0.008472640458926787,Pulmonary Consolidation
19,0.9611534092302676,0.011003901403307263,Pulmonary Consolidation
20,0.9514864603260936,0.017612443073264848,Pulmonary Consolidation
21,0.9621144081273015,0.011710799453494855,Pulmonary Consolidation
22,0.9569501705529028,0.02007136376741798,Pulmonary Consolidation
23,0.9544518730799786,0.019441773868760732,Pulmonary Consolidation
24,0.9442883683510991,0.02996780255684018,Pulmonary Consolidation
25,0.94122972539726,0.022588204262545892,Pulmonary Consolidation
26,0.9712473186150646,0.009953530374179323,Pulmonary Consolidation
27,0.9587340085992865,0.015426065605435897,Pulmonary Consolidation
28,0.9594054183296066,0.01683250907648917,Pulmonary Consolidation
29,0.947633760293356,0.024009903517477203,Pulmonary Consolidation
30,0.9647317573799031,0.012986170342249944,Pulmonary Consolidation
31,0.9614886112943956,0.01485532947044172,Pulmonary Consolidation
32,0.9559519394674953,0.017245059379307093,Pulmonary Consolidation
33,0.9625325266441483,0.018018920270816967,Pulmonary Consolidation
34,0.9540257746554145,0.016928949818417804,Pulmonary Consolidation
35,0.9505506547167852,0.019422650395541877,Pulmonary Consolidation
36,0.960465306033901,0.014706783279881088,Pulmonary Consolidation
37,0.936844338980666,0.016891685415511816,Pulmonary Consolidation
38,0.9406141848633266,0.015317920008318579,Pulmonary Consolidation
39,0.9431659719286071,0.015191392385736243,Pulmonary Consolidation
40,0.9427138947544262,0.019935192723593814,Pulmonary Consolidation
41,0.960737391321531,0.014293202585638107,Pulmonary Consolidation
42,0.9355383606963441,0.013144764188206079,Pulmonary Consolidation
43,0.9442806663150966,0.016286610958171643,Pulmonary Consolidation
44,0.9413354798144423,0.016756596657349642,Pulmonary Consolidation
45,0.9460411790118373,0.022021698220280665,Pulmonary Consolidation
46,0.9457153355035486,0.016804687713857784,Pulmonary Consolidation
47,0.9471756597881927,0.015401905059906622,Pulmonary Consolidation
48,0.9548122375206639,0.013288863496206265,Pulmonary Consolidation
49,0.9549729962106789,0.022190004337098893,Pulmonary Consolidation
50,0.9487078724979179,0.02781396584849555,Pulmonary Consolidation
51,0.9577400317796841,0.0176745509855589,Pulmonary Consolidation
52,0.9659713973732573,0.013080615544235697,Pulmonary Consolidation
53,0.9529068174157725,0.0185128385101897,Pulmonary Consolidation
54,0.953129709200965,0.018386769821035417,Pulmonary Consolidation
55,0.9472377508931523,0.02089521339484739,Pulmonary Consolidation
56,0.9628211167564388,0.010156714226492388,Pulmonary Consolidation
57,0.8362750273377191,0.1208830067545922,Pulmonary Consolidation
58,0.8225034830011837,0.10907193841214141,Pulmonary Consolidation
59,0.7977336785983256,0.11856789235594752,Pulmonary Consolidation
60,0.8236857943514888,0.11995548423696008,Pulmonary Consolidation
61,0.8376661159131149,0.12157086939944502,Pulmonary Consolidation
62,0.8381969473602237,0.11614167902765306,Pulmonary Consolidation
63,0.8449429095528932,0.12160750845204436,Pulmonary Consolidation
64,0.842613504457868,0.11966061953366627,Pulmonary Consolidation
65,0.8363660751461006,0.12636615286818867,Pulmonary Consolidation
66,0.8265728865804354,0.12323494188615812,Pulmonary Consolidation
67,0.8340558443051367,0.12121983577824451,Pulmonary Consolidation
68,0.8278184433816621,0.12660691773472726,Pulmonary Consolidation
69,0.8264752293910477,0.13410058477973108,Pulmonary Consolidation
70,0.8198185006351361,0.12414194549178403,Pulmonary Consolidation
71,0.8132749092001057,0.12892739053026564,Pulmonary Consolidation
72,0.8323386750652434,0.12078111425851916,Pulmonary Consolidation
73,0.8224448896088559,0.12803803192285082,Pulmonary Consolidation
74,0.8280966031091314,0.1245192738463348,Pulmonary Consolidation
75,0.8179109003011593,0.1094572638239503,Pulmonary Consolidation
76,0.784143343590096,0.11264914968481246,Pulmonary Consolidation
77,0.8217377159102368,0.1284656122497785,Pulmonary Consolidation
78,0.830879571007871,0.12590592209516638,Pulmonary Consolidation
79,0.8374221933982752,0.13152662002947998,Pulmonary Consolidation
80,0.8256363644081105,0.1313870385940469,Pulmonary Consolidation
81,0.839595211596194,0.12793429644195675,Pulmonary Consolidation
82,0.8380568153850207,0.13203664457279504,Pulmonary Consolidation
83,0.8287955937299946,0.13704490319540552,Pulmonary Consolidation
84,0.8190227015713418,0.13309598856759985,Pulmonary Consolidation
85,0.7835446487265298,0.12162994753171821,Pulmonary Consolidation
86,0.758442997701503,0.12819423456194692,Pulmonary Consolidation
87,0.8358167291437735,0.11337247613141693,Pulmonary Consolidation
88,0.8246393397111416,0.12223546214501839,Pulmonary Consolidation
89,0.7998708937610406,0.1250161411456793,Pulmonary Consolidation
90,0.8042058418711532,0.1285810707270171,Pulmonary Consolidation
91,0.7913363890136088,0.12110522222940073,Pulmonary Consolidation
92,0.7659096635345262,0.11845409731579166,Pulmonary Consolidation
93,0.7861117764698762,0.10647881019157737,Pulmonary Consolidation
94,0.8382429734771341,0.11871851892117599,Pulmonary Consolidation
95,0.8145481991138847,0.13731326199745952,Pulmonary Consolidation
96,0.7907917180372159,0.14006100779419112,Pulmonary Consolidation
97,0.8008980566529089,0.14468068546102317,Pulmonary Consolidation
98,0.8021743376647993,0.12814329766186763,Pulmonary Consolidation
99,0.7800685394680098,0.12463840267141874,Pulmonary Consolidation
100,0.8028532094923901,0.11240567650914891,Pulmonary Consolidation
101,0.8069268603112331,0.11601409543246351,Pulmonary Consolidation
102,0.8112013909387155,0.1104499217273646,Pulmonary Consolidation
103,0.8119473099365446,0.11966143715043706,Pulmonary Consolidation
104,0.7801537722020614,0.12656985831007436,Pulmonary Consolidation
105,0.8403209340127406,0.12549132384952852,Pulmonary Consolidation
106,0.8382174685390025,0.1393638129606622,Pulmonary Consolidation
107,0.8404004624282995,0.1271213325548926,Pulmonary Consolidation
108,0.8314523125617381,0.13756332768205384,Pulmonary Consolidation
109,0.8347854645167383,0.1346382701395224,Pulmonary Consolidation
110,0.8399325184375308,0.12898318425761088,Pulmonary Consolidation
111,0.8403622966710623,0.12304115594051351,Pulmonary Consolidation
112,0.8226149336993791,0.13147329746324937,Pulmonary Consolidation
113,0.8347461410102716,0.12996992470801644,Pulmonary Consolidation
114,0.8188130687810486,0.1328041344954866,Pulmonary Consolidation
115,0.8365122211707002,0.11733704588025272,Pulmonary Consolidation
116,0.8389607149332109,0.11689026828011269,Pulmonary Consolidation
117,0.8209784941562985,0.12444123857688669,Pulmonary Consolidation
118,0.8338048245177018,0.12653475051243523,Pulmonary Consolidation
119,0.8321965033476116,0.12245051842628005,Pulmonary Consolidation
120,0.8336170603609374,0.11396645219758328,Pulmonary Consolidation
121,0.836015157229509,0.1288703331874297,Pulmonary Consolidation
122,0.8358354684946069,0.11583906461089452,Pulmonary Consolidation
123,0.8162031636623033,0.13638597729704827,Pulmonary Consolidation
124,0.8217638431649135,0.12911705208965363,Pulmonary Consolidation
125,0.830204484272106,0.12605533811076536,Pulmonary Consolidation
126,0.8075071569483383,0.14341735849780046,Pulmonary Consolidation
127,0.8219472793805457,0.14353928780177044,Pulmonary Consolidation
128,0.8121952387531262,0.13497868816435923,Pulmonary Consolidation
129,0.80140762952316,0.1494662507539625,Pulmonary Consolidation
130,0.7982875035888044,0.13533596183474877,Pulmonary Consolidation
131,0.8014625465181427,0.12104255441680392,Pulmonary Consolidation
132,0.8147173254317991,0.11176556031126211,Pulmonary Consolidation
133,0.7972651107602138,0.1392816095155116,Pulmonary Consolidation
134,0.7872960065348407,0.14003939463109225,Pulmonary Consolidation
135,0.7899022536624065,0.1261208876113132,Pulmonary Consolidation
136,0.8304954703918273,0.11122974777474783,Pulmonary Consolidation
137,0.8334761892331225,0.11542163873269276,Pulmonary Consolidation
138,0.8319196770815775,0.1238175696201981,Pulmonary Consolidation
139,0.8264022921886994,0.10897477593959004,Pulmonary Consolidation
140,0.812507592493395,0.12069303335610045,Pulmonary Consolidation
141,0.8141384835146733,0.12761629566704283,Pulmonary Consolidation
142,0.8386696044529811,0.1229468392499153,Pulmonary Consolidation
143,0.8325233446849979,0.12176913222762115,Pulmonary Consolidation
144,0.7999836184256482,0.11793005059434063,Pulmonary Consolidation
145,0.8108688862556254,0.1098780805899481,Pulmonary Consolidation
146,0.8130699510164698,0.11175464548907008,Pulmonary Consolidation
147,0.8025976072982252,0.11206617589894834,Pulmonary Consolidation
148,0.7869017919588707,0.10796184507841836,Pulmonary Consolidation
149,0.8136834201342442,0.1283642071986502,Pulmonary Consolidation
150,0.8087976380474776,0.12078280489781985,Pulmonary Consolidation
151,0.8210957501287027,0.11873286757620458,Pulmonary Consolidation
152,0.8299348531122814,0.10871407834542501,Pulmonary Consolidation
153,0.8279599949397305,0.12255748964793442,Pulmonary Consolidation
154,0.8286428513960379,0.131373558706072,Pulmonary Consolidation
155,0.830541779768878,0.11138832333746504,Pulmonary Consolidation
156,0.830796727271784,0.11886402623552655,Pulmonary Consolidation
157,0.8217764500496338,0.1383149901881155,Pulmonary Consolidation
158,0.8179803886435525,0.13041971582663,Pulmonary Consolidation
159,0.8009471511537255,0.12790382620271348,Pulmonary Consolidation
160,0.8166479940625094,0.10892465176423137,Pulmonary Consolidation
161,0.8140322603047087,0.10976489302284004,Pulmonary Consolidation
162,0.8122188939250998,0.10545026907265379,Pulmonary Consolidation
163,0.7730909120927736,0.13284103405031758,Pulmonary Consolidation
164,0.8077235117675813,0.1292427307395583,Pulmonary Consolidation
165,0.8184273173640172,0.1240867472045752,Pulmonary Consolidation
166,0.8187585869216247,0.116682634505874,Pulmonary Consolidation
167,0.819161019205462,0.11766671036295105,Pulmonary Consolidation
168,0.8295583260414606,0.10393007238634802,Pulmonary Consolidation
169,0.8163723373557207,0.09625721862226141,Pulmonary Consolidation
170,0.8338188373480824,0.11386498998894481,Pulmonary Consolidation
171,0.827444344019638,0.11873678009810468,Pulmonary Consolidation
172,0.8305526447327259,0.11700877306986614,Pulmonary Consolidation
173,0.8348164837903976,0.11737367025424861,Pulmonary Consolidation
174,0.8326316043143155,0.11371678383326798,Pulmonary Consolidation
175,0.8233566472798252,0.11257385331558226,Pulmonary Consolidation
176,0.8254502937655872,0.10653057080686618,Pulmonary Consolidation
177,0.7900878908680631,0.13771439269793104,Pulmonary Consolidation
178,0.8083282819639321,0.13625121699754095,Pulmonary Consolidation
179,0.8047262217052186,0.13378541280298847,Pulmonary Consolidation
180,0.8279065414927591,0.1269261240708445,Pulmonary Consolidation
181,0.8278006327338998,0.10908721073646512,Pulmonary Consolidation
182,0.822979654302287,0.1064267107377206,Pulmonary Consolidation
183,0.810853820457869,0.10438083960214746,Pulmonary Consolidation
184,0.8075384086451357,0.10315418722966262,Pulmonary Consolidation
185,0.8410533443856295,0.11423231312478996,Pulmonary Consolidation
186,0.8297130988937517,0.10648219268702894,Pulmonary Consolidation
187,0.8265563301494118,0.11621137978407244,Pulmonary Consolidation
188,0.8187476543495793,0.1248174720634242,Pulmonary Consolidation
189,0.8268176052007071,0.11423989723356026,Pulmonary Consolidation
190,0.8284709204705712,0.12520874880639152,Pulmonary Consolidation
191,0.8302140313749211,0.1280396923111874,Pulmonary Consolidation
192,0.8028387818772779,0.11747399225731911,Pulmonary Consolidation
193,0.8041112274828889,0.12907578296658545,Pulmonary Consolidation
194,0.8280191652166677,0.126223335992295,Pulmonary Consolidation
195,0.8212648974045855,0.129262926707654,Pulmonary Consolidation
196,0.8291090230177028,0.12631819196329605,Pulmonary Consolidation
197,0.8338253239722253,0.1166384575932572,Pulmonary Consolidation
198,0.8242459993425334,0.11631227424726917,Pulmonary Consolidation
199,0.7930096629827905,0.11517116491069047,Pulmonary Consolidation
200,0.7985814193834404,0.11391351273968704,Pulmonary Consolidation
201,0.7708776199163098,0.1159476504267434,Pulmonary Consolidation
202,0.7910655421304292,0.10948974133095374,Pulmonary Consolidation
203,0.8347850310507022,0.11744976444436447,Pulmonary Consolidation
204,0.8017722529775808,0.1308327562340973,Pulmonary Consolidation
205,0.8022230433295303,0.12440885469252624,Pulmonary Consolidation
206,0.7789489570178629,0.12724190784458136,Pulmonary Consolidation
207,0.8058884964841156,0.10791642551849906,Pulmonary Consolidation
