img_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Label
1,0.050642479213907785,0.04938271604938271,0.053917863441672965,0.038296800201562106,0.03149407911312673,0.02670697908793147,0.04812295288485765,0.05895691609977324,0.027966742252456538,0.02620307382212144,0.06424792139077853,0.036281179138321996,0.044343663391282435,0.06248425296044344,0.02670697908793147,0.027714789619551525,0.05870496346686823,0.046611237087427565,0.027966742252456538,0.025951121189216428,0.03980851599899219,0.04056437389770723,0.04308390022675737,0.04383975812547241,Pulmonary Consolidation
2,0.06449987402368355,0.047619047619047616,0.04938271604938271,0.0435878054925674,0.026958931720836483,0.02343159486016629,0.05291005291005291,0.05139833711262283,0.030990173847316706,0.02292768959435626,0.05542957923910305,0.03124212648022172,0.05316200554295793,0.06475182665658856,0.02620307382212144,0.024691358024691357,0.06324011085915848,0.039304610733182165,0.030486268581506677,0.025195263290501386,0.03804484756865709,0.044595616024187455,0.04509952128999748,0.04484756865709247,Pulmonary Consolidation
3,0.06097253716301335,0.04812295288485765,0.044343663391282435,0.03980851599899219,0.03476946334089191,0.021667926429831192,0.05240614764424288,0.062232300327538424,0.028974552784076592,0.025699168556311415,0.05744520030234316,0.0327538422776518,0.04560342655580751,0.059964726631393295,0.02872260015117158,0.02141597379692618,0.06349206349206349,0.04560342655580751,0.025699168556311415,0.025699168556311415,0.036029226505416984,0.04257999496094734,0.04686318972033258,0.0491307634164777,Pulmonary Consolidation
4,0.060216679264298315,0.04383975812547241,0.049886621315192746,0.04610733182161754,0.02343159486016629,0.025699168556311415,0.045351473922902494,0.05971277399848828,0.029982363315696647,0.024691358024691357,0.06298815822625346,0.045351473922902494,0.0400604686318972,0.05442176870748299,0.025951121189216428,0.025195263290501386,0.06147644242882338,0.04157218442932729,0.02947845804988662,0.025699168556311415,0.04106827916351726,0.04383975812547241,0.044343663391282435,0.04963466868228773,Pulmonary Consolidation
5,0.05971277399848828,0.04207608969513731,0.04308390022675737,0.04081632653061224,0.03073822121441169,0.025699168556311415,0.059208868732678256,0.056941295036533134,0.028470647518266567,0.024691358024691357,0.06475182665658856,0.038296800201562106,0.04938271604938271,0.04938271604938271,0.027714789619551525,0.023179642227261276,0.0655076845553036,0.0400604686318972,0.03325774754346183,0.021164021164021163,0.0400604686318972,0.0435878054925674,0.04938271604938271,0.04283194759385236,Pulmonary Consolidation
6,0.05971277399848828,0.0400604686318972,0.057949105568153185,0.04610733182161754,0.028470647518266567,0.018644494834971024,0.05341395817586294,0.05442176870748299,0.024943310657596373,0.027966742252456538,0.05845301083396322,0.036281179138321996,0.04963466868228773,0.054673721340388004,0.025951121189216428,0.024691358024691357,0.06147644242882338,0.03653313177122701,0.03426555807508189,0.02343159486016629,0.039052658100277145,0.04635928445452255,0.0491307634164777,0.04837490551776266,Pulmonary Consolidation
7,0.0672713529856387,0.047619047619047616,0.054673721340388004,0.04484756865709247,0.02620307382212144,0.019148400100781053,0.04711514235323759,0.05870496346686823,0.027210884353741496,0.026455026455026454,0.06072058453010834,0.039052658100277145,0.04686318972033258,0.05341395817586294,0.020660115898211137,0.024691358024691357,0.06752330561854371,0.041320231796422274,0.027462836986646512,0.025699168556311415,0.041320231796422274,0.04157218442932729,0.04081632653061224,0.04963466868228773,Pulmonary Consolidation
8,0.06601158982111363,0.047871000251952636,0.059208868732678256,0.036281179138321996,0.0254472159234064,0.02141597379692618,0.05215419501133787,0.05769715293524817,0.02872260015117158,0.02418745275888133,0.06449987402368355,0.03854875283446712,0.0400604686318972,0.05039052658100277,0.023683547493071302,0.023683547493071302,0.07256235827664399,0.040312421264802216,0.03149407911312673,0.023683547493071302,0.04157218442932729,0.039052658100277145,0.04207608969513731,0.04938271604938271,Pulmonary Consolidation
9,0.07407407407407407,0.04484756865709247,0.0564373897707231,0.03678508440413202,0.030486268581506677,0.01889644746787604,0.051902242378432856,0.05114638447971781,0.03527336860670194,0.023179642227261276,0.04938271604938271,0.030486268581506677,0.04509952128999748,0.05341395817586294,0.022171831695641218,0.023935500125976318,0.08339632149155958,0.0400604686318972,0.02947845804988662,0.023683547493071302,0.040312421264802216,0.036029226505416984,0.04887881078357269,0.050642479213907785,Pulmonary Consolidation
10,0.07231040564373897,0.04686318972033258,0.05240614764424288,0.03325774754346183,0.026958931720836483,0.02292768959435626,0.05416981607457798,0.061224489795918366,0.034013605442176874,0.022675736961451247,0.048626858150667675,0.03199798437893676,0.045351473922902494,0.04837490551776266,0.025195263290501386,0.017888636936255985,0.07180650037792895,0.0491307634164777,0.03653313177122701,0.025195263290501386,0.0327538422776518,0.03955656336608718,0.04711514235323759,0.05366591080876795,Pulmonary Consolidation
11,0.08264046359284455,0.05215419501133787,0.053917863441672965,0.03149407911312673,0.024439405391786344,0.020156210632401108,0.06626354245401865,0.05568153187200806,0.025951121189216428,0.019904257999496095,0.046611237087427565,0.026958931720836483,0.042328042328042326,0.04081632653061224,0.025195263290501386,0.02292768959435626,0.072814310909549,0.04257999496094734,0.03124212648022172,0.024439405391786344,0.02821869488536155,0.047619047619047616,0.0508944318468128,0.06475182665658856,Pulmonary Consolidation
