img_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Label
1,0.06767866887442146,0.02501066718440985,0.04511215764034726,0.02201178072796779,0.07902457143476668,0.015257099371609004,0.05537277049405283,0.020632344661126897,0.07841761913686306,0.016339704871999493,0.051339398179249825,0.01378882265838251,0.07448155874792095,0.019522153174185097,0.06360464090766542,0.024088233732351673,0.04877169282987592,0.039005719468397246,0.10249811236334526,0.02563714224763145,0.04546002828619225,0.013753324531595713,0.03777373193758841,0.01541805653805398,Pulmonary Consolidation
2,0.07731058175150798,0.02015202433074289,0.05785019575685717,0.014909705110304155,0.04786695130823243,0.01826830353847367,0.08600668046480797,0.01019566701958755,0.04567135358822108,0.019675254787205405,0.06899624009277512,0.009141931959035196,0.09177551160053231,0.010124170787271057,0.04255200748697763,0.024223348355087947,0.07758740446035063,0.01144014021152231,0.07990540195550107,0.01957141095657355,0.07252557522307956,0.015519945119076861,0.059291194365772584,0.019438999770503857,Pulmonary Consolidation
3,0.08315766685632107,0.02119173392111082,0.0707693072440136,0.010604540082111572,0.07155122424255278,0.024072764481793893,0.09392268777427047,0.017300959334698655,0.05365579263385634,0.014339396520332023,0.05361429090456788,0.022208153355361124,0.08564400420948397,0.016131812047574436,0.04485709551697782,0.01209604936681054,0.06945150691510601,0.018147931871937164,0.07074511954569546,0.008421708866638868,0.05166410599645533,0.020769641749108468,0.04175649333322007,0.023926013230001618,Pulmonary Consolidation
4,0.07259577546338646,0.011898708379405182,0.03997388052641473,0.01202818579359754,0.06468755957361216,0.01584868200268431,0.08262498600534622,0.018434690014965213,0.06525181452379573,0.017949412481647293,0.05549612809781854,0.014812850470363187,0.09143679176149036,0.013702847451968796,0.06798705549069324,0.018781669016580214,0.05800334088530945,0.017721984109242455,0.09612385021045382,0.01780697038881463,0.056913942554854005,0.014279372586437394,0.05897578631417459,0.016663715896944542,Pulmonary Consolidation
5,0.06503163816272979,0.01357737033282764,0.06185630210753968,0.015943998934312108,0.07680960336343585,0.011814639983034655,0.07602673633152252,0.010172434200067334,0.0684715596635786,0.013031650860401412,0.06999550403678764,0.014106079025903235,0.09269307180955534,0.013204570002297616,0.05210332278076701,0.013563690104018684,0.0508952947647882,0.01327184360403773,0.08453755231142392,0.0236024643134925,0.05375834128888899,0.031053611635445677,0.055510217115114474,0.018968503268029437,Pulmonary Consolidation
6,0.07037102197645066,0.016446500942216346,0.07024147102726058,0.01619961708611159,0.07061432851870257,0.008716790683117502,0.08713218447874077,0.012402311354794965,0.0678815496282853,0.01351551626186392,0.046665807988550544,0.02088492919850671,0.08373520452434177,0.01205793228460889,0.06838484903295905,0.008612989422061287,0.0625593963120814,0.016340050312658932,0.09372661920463031,0.009900708288447767,0.05780245063720324,0.013864151035592489,0.05708271430205568,0.014860905498757656,Pulmonary Consolidation
7,0.07211125633344076,0.016487381319073343,0.05920580891028062,0.011873052089328609,0.05265240642291716,0.017520415333577885,0.07725547269194503,0.013648725321911545,0.07782985800614471,0.013794195012951791,0.062399375028149094,0.017008329399019455,0.0884980352539686,0.02265036320284181,0.062915347171882,0.02247712592393503,0.0518396467518852,0.012972760333348531,0.09828582357138768,0.01414854266257393,0.05546544192245139,0.01751781267814596,0.04757903567641299,0.013863788982426918,Pulmonary Consolidation
8,0.08859187469238325,0.016428833701767412,0.07379820037461039,0.01355133783254801,0.046140358403641314,0.017154076444499056,0.07484592497829264,0.018031800472724444,0.06032572506555626,0.016353344262269573,0.0427804417497757,0.01651027415747539,0.08598087000538417,0.0140540242121349,0.05958022038964469,0.017756186749479475,0.04964421043320805,0.012498746020595478,0.09857268344264469,0.015029835966791624,0.07016555611159946,0.01507951762447617,0.05955179495706404,0.017574161951433905,Pulmonary Consolidation
9,0.09168091361354959,0.017513984712815834,0.047834666727688185,0.01127629071581507,0.05193957220830466,0.02098903831196417,0.09688444768402679,0.013839947620231483,0.05751428247848114,0.012634647647705938,0.05779886045466574,0.019158423231090568,0.08137369540379914,0.01610657601349582,0.07461009219674558,0.007701995163326467,0.05785533805925236,0.019522153482381746,0.11400350250625715,0.008614176906444775,0.03249618165850085,0.017058808228402365,0.05878952346932222,0.012802881505732278,Pulmonary Consolidation
10,0.10679127688077013,0.014422193823113588,0.03529416993790772,0.008600430321841936,0.06031028182142771,0.022169226669030852,0.08831786003378697,0.014824824622163293,0.07519793499777763,0.009802903019384114,0.04702404239118292,0.015116953705450558,0.08087478170263525,0.011040728938945555,0.05568864603634557,0.014449057738571998,0.08217495630185027,0.013627730984870355,0.09604609504123392,0.015182792742973465,0.0447176157997942,0.014630805953218159,0.056730022803563734,0.016964667732160134,Pulmonary Consolidation
