img_id,Entropy,Complexity,Fisher,Label
51,0.9862433691769104,0.0179064054846573,0.0176745509855589,Pulmonary Consolidation
52,0.9879375774087334,0.0157205400603574,0.0130806155442356,Pulmonary Consolidation
53,0.9884954080271492,0.0149915655135851,0.0185128385101897,Pulmonary Consolidation
54,0.9875555311042064,0.0165433160122099,0.0183867698210354,Pulmonary Consolidation
55,0.9855663891827112,0.0189723023712737,0.0208952133948473,Pulmonary Consolidation
56,0.9887796358904924,0.0144601231151727,0.0101567142264923,Pulmonary Consolidation
57,0.9227890319035844,0.0992941903472173,0.1208830067545922,Pulmonary Consolidation
58,0.927015400116871,0.0942389295285312,0.1090719384121414,Pulmonary Consolidation
59,0.9197943397445238,0.1018356553665675,0.1185678923559475,Pulmonary Consolidation
60,0.9215502861785956,0.1017027418711898,0.11995548423696,Pulmonary Consolidation
61,0.9208424512424076,0.1029916708242927,0.121570869399445,Pulmonary Consolidation
62,0.9206997057217116,0.103552847082001,0.116141679027653,Pulmonary Consolidation
63,0.92023597821664,0.1032759456242597,0.1216075084520443,Pulmonary Consolidation
64,0.919358322594171,0.1046261210412077,0.1196606195336662,Pulmonary Consolidation
65,0.9161026292207044,0.1069109632736352,0.1263661528681886,Pulmonary Consolidation
66,0.9137326828667536,0.1086401403834747,0.1232349418861581,Pulmonary Consolidation
67,0.9164817592274068,0.107011196677637,0.1212198357782445,Pulmonary Consolidation
68,0.913907569770838,0.1102073551080131,0.1266069177347272,Pulmonary Consolidation
69,0.9069560065081632,0.1176600841670193,0.134100584779731,Pulmonary Consolidation
70,0.9121778432603914,0.1123457390823268,0.124141945491784,Pulmonary Consolidation
71,0.908642866397585,0.1165885289967627,0.1289273905302656,Pulmonary Consolidation
72,0.9166244680217336,0.1032981742740877,0.1207811142585191,Pulmonary Consolidation
73,0.906537857678371,0.1142227831388283,0.1280380319228508,Pulmonary Consolidation
74,0.9119216357159392,0.1104153500389728,0.1245192738463348,Pulmonary Consolidation
75,0.9247088582319872,0.0974419146213055,0.1094572638239503,Pulmonary Consolidation
76,0.9226454628187072,0.098670446291759,0.1126491496848124,Pulmonary Consolidation
77,0.917428737324729,0.1045414584294887,0.1284656122497785,Pulmonary Consolidation
78,0.9179086934494896,0.1050892332244909,0.1259059220951663,Pulmonary Consolidation
79,0.9155935071829208,0.1081668888591577,0.1315266200294799,Pulmonary Consolidation
80,0.913882587751778,0.111421949644209,0.1313870385940469,Pulmonary Consolidation
81,0.9179571040539652,0.1040593708934396,0.1279342964419567,Pulmonary Consolidation
82,0.9146238701152782,0.1083467303115578,0.132036644572795,Pulmonary Consolidation
83,0.9154796734623384,0.1076938904792312,0.1370449031954055,Pulmonary Consolidation
84,0.9125320867002829,0.1096713198122106,0.1330959885675998,Pulmonary Consolidation
85,0.9082043079559524,0.1144491947109791,0.1216299475317182,Pulmonary Consolidation
86,0.8966455591524304,0.1261963532386973,0.1281942345619469,Pulmonary Consolidation
87,0.9218662035096106,0.0974263508388726,0.1133724761314169,Pulmonary Consolidation
88,0.9269428018036092,0.0934671654394905,0.1222354621450183,Pulmonary Consolidation
89,0.9245299925716852,0.0953445070415614,0.1250161411456793,Pulmonary Consolidation
90,0.9183712089204806,0.1012139698065432,0.1285810707270171,Pulmonary Consolidation
91,0.9153190381514136,0.1069919057857653,0.1211052222294007,Pulmonary Consolidation
92,0.9128897947388908,0.107898243192781,0.1184540973157916,Pulmonary Consolidation
93,0.9194886055966238,0.1027666277231565,0.1064788101915773,Pulmonary Consolidation
94,0.921367225287406,0.1012758510020268,0.1187185189211759,Pulmonary Consolidation
95,0.916733973658252,0.1048632571573243,0.1373132619974595,Pulmonary Consolidation
96,0.911578277608262,0.109707218481913,0.1400610077941911,Pulmonary Consolidation
97,0.9094752361687142,0.1127080890976233,0.1446806854610231,Pulmonary Consolidation
98,0.910377825596998,0.1110381340030829,0.1281432976618676,Pulmonary Consolidation
99,0.9130876104322314,0.1074374604371843,0.1246384026714187,Pulmonary Consolidation
100,0.9180852982087868,0.1043348081265056,0.1124056765091489,Pulmonary Consolidation
101,0.9210871832364196,0.1008273790525607,0.1160140954324635,Pulmonary Consolidation
102,0.9249503490738052,0.095237291344759,0.1104499217273646,Pulmonary Consolidation
103,0.917176473335696,0.1026137559444855,0.119661437150437,Pulmonary Consolidation
104,0.9155917258654718,0.1042958924665458,0.1265698583100743,Pulmonary Consolidation
105,0.918944812277977,0.104037134460352,0.1254913238495285,Pulmonary Consolidation
106,0.914343766738298,0.1106766354676587,0.1393638129606622,Pulmonary Consolidation
107,0.9147984193511424,0.1094707074386027,0.1271213325548926,Pulmonary Consolidation
108,0.91331371522728,0.1102009536875036,0.1375633276820538,Pulmonary Consolidation
109,0.9149675320140318,0.1095412247278664,0.1346382701395224,Pulmonary Consolidation
110,0.9214311256724256,0.1013885534730843,0.1289831842576108,Pulmonary Consolidation
111,0.9195659098912232,0.103284409475961,0.1230411559405135,Pulmonary Consolidation
112,0.9182677243860496,0.1044183265512914,0.1314732974632493,Pulmonary Consolidation
113,0.9193190370493848,0.1036976017656828,0.1299699247080164,Pulmonary Consolidation
114,0.916098515968366,0.1048029232610917,0.1328041344954866,Pulmonary Consolidation
115,0.9273409354746408,0.0935090129558546,0.1173370458802527,Pulmonary Consolidation
116,0.9277218659732056,0.0928962229155933,0.1168902682801126,Pulmonary Consolidation
117,0.917787256981762,0.1035257272952507,0.1244412385768866,Pulmonary Consolidation
118,0.9177490364338362,0.1047837784651376,0.1265347505124352,Pulmonary Consolidation
119,0.9159441250792651,0.1072232047873675,0.12245051842628,Pulmonary Consolidation
120,0.9193349266219089,0.1031101015706798,0.1139664521975832,Pulmonary Consolidation
121,0.9197919380886,0.1030085185963063,0.1288703331874297,Pulmonary Consolidation
122,0.925345924856494,0.0952985342323492,0.1158390646108945,Pulmonary Consolidation
123,0.9129102065507008,0.109036649403235,0.1363859772970482,Pulmonary Consolidation
124,0.917629123729939,0.1056665872918219,0.1291170520896536,Pulmonary Consolidation
125,0.9149327555541088,0.107647931769168,0.1260553381107653,Pulmonary Consolidation
126,0.9089170867659606,0.1140810961137387,0.1434173584978004,Pulmonary Consolidation
127,0.9123888784976788,0.1099246481025643,0.1435392878017704,Pulmonary Consolidation
128,0.9172887105727008,0.1069544939363016,0.1349786881643592,Pulmonary Consolidation
129,0.9059341288475772,0.1193619306679835,0.1494662507539625,Pulmonary Consolidation
130,0.9197759037070284,0.1007531123919177,0.1353359618347487,Pulmonary Consolidation
131,0.9263786621010932,0.0936737949926298,0.1210425544168039,Pulmonary Consolidation
132,0.928322715592669,0.0923736894056521,0.1117655603112621,Pulmonary Consolidation
133,0.9150025566177664,0.1073877370791624,0.1392816095155116,Pulmonary Consolidation
134,0.91454070577935,0.1070566659829369,0.1400393946310922,Pulmonary Consolidation
135,0.9195755728887076,0.1015794315405933,0.1261208876113132,Pulmonary Consolidation
136,0.9256306465748956,0.0945946058140266,0.1112297477747478,Pulmonary Consolidation
137,0.92372456677097,0.0974912969877163,0.1154216387326927,Pulmonary Consolidation
138,0.9153477094219072,0.1073113544822513,0.1238175696201981,Pulmonary Consolidation
139,0.9230513884578384,0.0971289078949474,0.10897477593959,Pulmonary Consolidation
140,0.9212280951086108,0.1004575888355586,0.1206930333561004,Pulmonary Consolidation
141,0.92134059637193,0.1000930469528128,0.1276162956670428,Pulmonary Consolidation
142,0.9137052748226916,0.1082542029705554,0.1229468392499153,Pulmonary Consolidation
143,0.9142298064802888,0.1084553141381034,0.1217691322276211,Pulmonary Consolidation
144,0.9122371501956033,0.1087574835935769,0.1179300505943406,Pulmonary Consolidation
145,0.9193533294894728,0.10117385904131,0.1098780805899481,Pulmonary Consolidation
146,0.91840539779481,0.1018709676079681,0.11175464548907,Pulmonary Consolidation
147,0.922760424926575,0.0973380900507665,0.1120661758989483,Pulmonary Consolidation
148,0.9224242696323238,0.0980431243441943,0.1079618450784183,Pulmonary Consolidation
149,0.9211139829289332,0.1011007196861469,0.1283642071986502,Pulmonary Consolidation
150,0.9212358682512324,0.1003460141691415,0.1207828048978198,Pulmonary Consolidation
151,0.9140594513931524,0.1068597360478908,0.1187328675762045,Pulmonary Consolidation
152,0.9130486624797296,0.1092098867961595,0.108714078345425,Pulmonary Consolidation
153,0.9093007757014236,0.112179133053862,0.1225574896479344,Pulmonary Consolidation
154,0.9132699060115604,0.1092892336295689,0.131373558706072,Pulmonary Consolidation
155,0.9183666515490534,0.1045684565155121,0.111388323337465,Pulmonary Consolidation
156,0.91733186733033,0.1053928407567503,0.1188640262355265,Pulmonary Consolidation
157,0.91757241142765,0.1043327048900427,0.1383149901881155,Pulmonary Consolidation
158,0.9193732520975384,0.1022149785617166,0.13041971582663,Pulmonary Consolidation
159,0.9131914393035682,0.1077258163861699,0.1279038262027134,Pulmonary Consolidation
160,0.915647677269284,0.1051164711587496,0.1089246517642313,Pulmonary Consolidation
161,0.9107905671420916,0.1095067830233592,0.10976489302284,Pulmonary Consolidation
162,0.9133252651945332,0.1074241830335818,0.1054502690726537,Pulmonary Consolidation
163,0.9151202709460936,0.1064807927836455,0.1328410340503175,Pulmonary Consolidation
164,0.9168644462679084,0.1048470727779291,0.1292427307395583,Pulmonary Consolidation
165,0.9171408954192136,0.104622412946294,0.1240867472045752,Pulmonary Consolidation
166,0.916424919910398,0.104531651462633,0.116682634505874,Pulmonary Consolidation
167,0.9164069331805148,0.1036103686031026,0.117666710362951,Pulmonary Consolidation
168,0.9204941481288712,0.1001304188805856,0.103930072386348,Pulmonary Consolidation
169,0.9239373458963496,0.0946353939117983,0.0962572186222614,Pulmonary Consolidation
170,0.923721580404884,0.0986447383949713,0.1138649899889448,Pulmonary Consolidation
171,0.9197376453201692,0.1031175722681931,0.1187367800981046,Pulmonary Consolidation
172,0.9172351420421792,0.1041476077250512,0.1170087730698661,Pulmonary Consolidation
173,0.9118022553523684,0.1095750068341008,0.1173736702542486,Pulmonary Consolidation
174,0.9142867055091788,0.1074052697810951,0.1137167838332679,Pulmonary Consolidation
175,0.9137186518887982,0.1064086635349087,0.1125738533155822,Pulmonary Consolidation
176,0.9196492207201352,0.1008172060198764,0.1065305708068661,Pulmonary Consolidation
177,0.9180698919544537,0.1041298884395246,0.137714392697931,Pulmonary Consolidation
178,0.9178421416320328,0.1057713888231338,0.1362512169975409,Pulmonary Consolidation
179,0.9183886494428036,0.1038628621366755,0.1337854128029884,Pulmonary Consolidation
180,0.9145060799839856,0.1083844302561141,0.1269261240708445,Pulmonary Consolidation
181,0.9186055676334496,0.1027545458381953,0.1090872107364651,Pulmonary Consolidation
182,0.9160834293544706,0.1052772135107253,0.1064267107377206,Pulmonary Consolidation
183,0.9120116000314232,0.1087482149860567,0.1043808396021474,Pulmonary Consolidation
184,0.9134626354661236,0.1056931030983144,0.1031541872296626,Pulmonary Consolidation
185,0.9189243766259516,0.1022313981897527,0.1142323131247899,Pulmonary Consolidation
186,0.917470690661382,0.1010765566599461,0.1064821926870289,Pulmonary Consolidation
187,0.9115999736507672,0.1091629732331063,0.1162113797840724,Pulmonary Consolidation
188,0.9114226477160116,0.1096689555369059,0.1248174720634242,Pulmonary Consolidation
189,0.9176710252253998,0.1040094652357457,0.1142398972335602,Pulmonary Consolidation
190,0.9127762447940644,0.1104846583608963,0.1252087488063915,Pulmonary Consolidation
191,0.9136934523067872,0.1100577659703187,0.1280396923111874,Pulmonary Consolidation
192,0.9180630251934992,0.1032516446503127,0.1174739922573191,Pulmonary Consolidation
193,0.9144876181749269,0.1079459128957523,0.1290757829665854,Pulmonary Consolidation
194,0.9221342688969868,0.0983678123003983,0.126223335992295,Pulmonary Consolidation
195,0.9213712273059664,0.0991865798886608,0.129262926707654,Pulmonary Consolidation
196,0.921030074519243,0.0997534410854674,0.126318191963296,Pulmonary Consolidation
197,0.9235924668581648,0.097488752588371,0.1166384575932572,Pulmonary Consolidation
198,0.920406835381432,0.1006018689592494,0.1163122742472691,Pulmonary Consolidation
199,0.9108630057856266,0.110742614862551,0.1151711649106904,Pulmonary Consolidation
200,0.910548268056989,0.1107279889880105,0.113913512739687,Pulmonary Consolidation
201,0.9042494346468272,0.1152923361847862,0.1159476504267434,Pulmonary Consolidation
202,0.9137422377069138,0.1061075192405185,0.1094897413309537,Pulmonary Consolidation
203,0.9205219981506456,0.1008426810936413,0.1174497644443644,Pulmonary Consolidation
204,0.904820206606576,0.1176921788294903,0.1308327562340973,Pulmonary Consolidation
205,0.9042946584261828,0.1179254644858073,0.1244088546925262,Pulmonary Consolidation
206,0.8997026185134793,0.121396511069048,0.1272419078445813,Pulmonary Consolidation
207,0.9170976454227352,0.1037827605365225,0.107916425518499,Pulmonary Consolidation
208,0.9229362404590016,0.0979455803515836,0.0973112913012378,Pulmonary Consolidation
209,0.9111841201754378,0.1121125764544957,0.1264203953023358,Pulmonary Consolidation
210,0.9083886872988116,0.1148578134602632,0.1333363929934611,Pulmonary Consolidation
211,0.9096621735043526,0.1120691118744459,0.1294873747018064,Pulmonary Consolidation
212,0.92476289281995,0.0960300077807274,0.1089154917855879,Pulmonary Consolidation
213,0.9056562002406076,0.1174399505083489,0.1438895058375473,Pulmonary Consolidation
214,0.9186522361647116,0.103905518580117,0.1182494914025983,Pulmonary Consolidation
215,0.9119628911921388,0.1091852333832838,0.127274368414491,Pulmonary Consolidation
216,0.9171044664245276,0.1032755415341326,0.1088576048208445,Pulmonary Consolidation
217,0.909587236920739,0.1113957476139609,0.117029872209535,Pulmonary Consolidation
218,0.9116445631063388,0.1092676470597397,0.1112367158541649,Pulmonary Consolidation
219,0.9093746634869726,0.1107489109751467,0.1092313083134843,Pulmonary Consolidation
220,0.9091321897377996,0.1134903586284549,0.1435954302781253,Pulmonary Consolidation
221,0.9167225884100236,0.1058687949873784,0.1273724417736224,Pulmonary Consolidation
222,0.9170912359393274,0.1052971508269738,0.1233815670611226,Pulmonary Consolidation
223,0.9121619624575886,0.1104315796782913,0.1194164514225156,Pulmonary Consolidation
224,0.9116663831649584,0.1108346496304422,0.1141928209232293,Pulmonary Consolidation
225,0.9126398815557027,0.108531460856862,0.1141762313357845,Pulmonary Consolidation
226,0.9181337121399886,0.1017884498616469,0.0983252583254295,Pulmonary Consolidation
227,0.9233911918238012,0.0984611255383322,0.1183561554061098,Pulmonary Consolidation
228,0.920501172747106,0.1013774560677035,0.1122485289437335,Pulmonary Consolidation
229,0.9195391842492436,0.1018229943546535,0.1128303836545872,Pulmonary Consolidation
230,0.9092584124447788,0.1120395416316298,0.1286116193874533,Pulmonary Consolidation
231,0.9091025651911956,0.1106864255096065,0.1226107682509114,Pulmonary Consolidation
232,0.9106611728318718,0.1085595198284469,0.1185759178532922,Pulmonary Consolidation
233,0.9171207089552544,0.1049269373301396,0.1162724771697219,Pulmonary Consolidation
234,0.917126394721396,0.1050105614615217,0.1163212389497074,Pulmonary Consolidation
235,0.915590783533868,0.1069452168979787,0.1223653556431294,Pulmonary Consolidation
236,0.9135885102754258,0.1078537617717858,0.1175704581208168,Pulmonary Consolidation
237,0.9194651479022602,0.1034303727001933,0.1175616236465993,Pulmonary Consolidation
238,0.9210077416886469,0.1010002300114337,0.1214158286115927,Pulmonary Consolidation
239,0.92145109171212,0.099065145850782,0.118107564813006,Pulmonary Consolidation
240,0.9136798816314547,0.1087724933366379,0.1298664019856665,Pulmonary Consolidation
241,0.9140544480442228,0.1080094937260085,0.1195516350156187,Pulmonary Consolidation
242,0.9081559877551626,0.1138967089387043,0.1232670639520163,Pulmonary Consolidation
243,0.9138862703877086,0.1073104268295306,0.1135570266386592,Pulmonary Consolidation
244,0.9176884928894516,0.1017574963804491,0.1056957718154984,Pulmonary Consolidation
245,0.91758514537642,0.1027150983247143,0.1082045649187916,Pulmonary Consolidation
246,0.913101514135185,0.1077691848572073,0.1088662821840013,Pulmonary Consolidation
247,0.9156545618458488,0.1054051367268611,0.1095003329480099,Pulmonary Consolidation
248,0.925414745495706,0.0964327413111542,0.1068943535429984,Pulmonary Consolidation
249,0.9205796937080974,0.1015157790754871,0.1097787657047387,Pulmonary Consolidation
250,0.9193558203721776,0.100342406983991,0.111942485671773,Pulmonary Consolidation
251,0.9206411089889686,0.1011933594711894,0.1095569516064964,Pulmonary Consolidation
252,0.9201613461798596,0.0999989270560901,0.1112356769453185,Pulmonary Consolidation
253,0.9188271768979472,0.1026120081402434,0.1136868999855032,Pulmonary Consolidation
254,0.919920532647693,0.1020141792961027,0.1162691382434792,Pulmonary Consolidation
255,0.9214089025368852,0.0996942432823576,0.1171940640463283,Pulmonary Consolidation
256,0.9233627043645528,0.0953881059935628,0.1069028396255224,Pulmonary Consolidation
257,0.9226801777577124,0.0984350548968831,0.1144395282424724,Pulmonary Consolidation
258,0.9208352540214984,0.1000823003973271,0.1170902450631951,Pulmonary Consolidation
259,0.9221730442885736,0.0988873913794541,0.1175150730017656,Pulmonary Consolidation
260,0.9098670940954892,0.1092440696861967,0.1311973622216388,Pulmonary Consolidation
261,0.9210033142401548,0.0997547846038757,0.1119306750758741,Pulmonary Consolidation
262,0.9236136455817472,0.0965968981382418,0.1160060111298375,Pulmonary Consolidation
263,0.9190093975105784,0.1020136711446459,0.1240828820134339,Pulmonary Consolidation
264,0.9123348084078492,0.1104946886888481,0.1220417844267127,Pulmonary Consolidation
265,0.9109531809431616,0.1109898240048258,0.1183780538155686,Pulmonary Consolidation
266,0.915464088892204,0.1060731914171841,0.116121487545105,Pulmonary Consolidation
267,0.925587413956502,0.0950291916206848,0.108347791440751,Pulmonary Consolidation
268,0.9091432324920524,0.1134117684033436,0.1292514402014059,Pulmonary Consolidation
269,0.9043693604543038,0.1168548733089947,0.1205372201159266,Pulmonary Consolidation
270,0.9204118492249692,0.1007229893759022,0.1208176707963429,Pulmonary Consolidation
271,0.9199178844542518,0.1016173168290872,0.1219659368784474,Pulmonary Consolidation
272,0.9043404587916232,0.1160345861685785,0.1373935465727537,Pulmonary Consolidation
273,0.9125353690307344,0.1091679233284756,0.1400401522842962,Pulmonary Consolidation
274,0.9167625555740426,0.1057515760586019,0.1450681721440055,Pulmonary Consolidation
275,0.8912211135839483,0.1280281822812653,0.1363203351714941,Pulmonary Consolidation
276,0.90775196451021,0.1130424158468055,0.1187227124184903,Pulmonary Consolidation
277,0.9218463742612054,0.0989083247810978,0.1188173572555524,Pulmonary Consolidation
278,0.920430384930039,0.1021200602609502,0.1226798510621407,Pulmonary Consolidation
279,0.9137202942124742,0.1074103404033488,0.1186854851879754,Pulmonary Consolidation
280,0.9137586972248738,0.107091085905787,0.1388538608159572,Pulmonary Consolidation
281,0.9022387727578752,0.1159420903928272,0.143589170341541,Pulmonary Consolidation
282,0.907257653875898,0.1100652581756968,0.1200783498708863,Pulmonary Consolidation
283,0.9021547202695648,0.1130916789079321,0.1180776378737152,Pulmonary Consolidation
284,0.9121579143740705,0.1076406358086423,0.13142656787964,Pulmonary Consolidation
285,0.9153102535947316,0.1075119631010136,0.1407619284229079,Pulmonary Consolidation
286,0.9039709527275442,0.1123304531132707,0.1164719086797256,Pulmonary Consolidation
287,0.9240759398967368,0.0953008197171267,0.1017561300169323,Pulmonary Consolidation
288,0.9242552054033062,0.0971627685786788,0.118042308954113,Pulmonary Consolidation
289,0.9234912771864732,0.0964589815676181,0.1234086704172903,Pulmonary Consolidation
290,0.9028250695321132,0.1185191900725871,0.1563682830580606,Pulmonary Consolidation
291,0.8913225184498659,0.1295407404259136,0.1578628631942066,Pulmonary Consolidation
292,0.8948413739637934,0.1221827590426087,0.1324518152645156,Pulmonary Consolidation
293,0.9048266698735612,0.1167013446266876,0.13475184433673,Pulmonary Consolidation
294,0.8897321137206532,0.1260517722334067,0.1445065715335198,Pulmonary Consolidation
295,0.9057811611500888,0.1139498331578606,0.132251469585682,Pulmonary Consolidation
296,0.9153284220089614,0.1079737397208073,0.137738685772659,Pulmonary Consolidation
297,0.911624622067702,0.1105471599940716,0.1555472261792102,Pulmonary Consolidation
298,0.9112811502710972,0.1099134350067135,0.1445923465587263,Pulmonary Consolidation
299,0.9217847424770884,0.0979808235911521,0.1079914538717556,Pulmonary Consolidation
300,0.9182930208829247,0.1042852860671236,0.1175487297316413,Pulmonary Consolidation
301,0.913062768435555,0.1090719777152554,0.1349083480335354,Pulmonary Consolidation
302,0.9129385784555516,0.1104379815466122,0.1453219795957267,Pulmonary Consolidation
303,0.920216772100442,0.101042731246522,0.1142156997889131,Pulmonary Consolidation
304,0.911912869278479,0.1064041286213254,0.1040857802970981,Pulmonary Consolidation
305,0.910437366395756,0.1086759603022973,0.1129948635640283,Pulmonary Consolidation
306,0.9001549898925597,0.1207159724091112,0.1487101733258791,Pulmonary Consolidation
307,0.9098870680240392,0.1099318544438613,0.1214388657351833,Pulmonary Consolidation
308,0.9092872155795648,0.1072296134855425,0.1173877244845207,Pulmonary Consolidation
309,0.9109408651266536,0.1111962288320715,0.1431778888285797,Pulmonary Consolidation
310,0.9109202440058268,0.1133856317172844,0.1503633625682398,Pulmonary Consolidation
311,0.9019676796491944,0.1199266820280074,0.132265698287582,Pulmonary Consolidation
312,0.9067845421971172,0.1173001236339916,0.1499583808822891,Pulmonary Consolidation
313,0.9088635304426024,0.1161438372959087,0.152614047607375,Pulmonary Consolidation
314,0.9172697109427048,0.1049998031212422,0.1333496747357838,Pulmonary Consolidation
315,0.92334852300616,0.0976823525975438,0.1143240732980097,Pulmonary Consolidation
316,0.9217887578681266,0.0986730383801474,0.1051025068182943,Pulmonary Consolidation
317,0.9121362159520352,0.1092579392278496,0.118088536515271,Pulmonary Consolidation
318,0.9064699461246414,0.1145232847478751,0.1200106369464157,Pulmonary Consolidation
319,0.9213940827024748,0.100707433966715,0.1234734780819281,Pulmonary Consolidation
320,0.9210209604992506,0.0997192854259871,0.122323032847311,Pulmonary Consolidation
321,0.9116694869841384,0.1115155368140441,0.1380438851080088,Pulmonary Consolidation
322,0.9116145799689268,0.1104831283345387,0.1335131768782863,Pulmonary Consolidation
323,0.9069075453542362,0.1144783723803622,0.1373106825659942,Pulmonary Consolidation
324,0.9185857979748564,0.1032435954982937,0.139063192864259,Pulmonary Consolidation
325,0.9174871464042028,0.101884790841884,0.1415371017922312,Pulmonary Consolidation
326,0.9098694419366172,0.1145858691488645,0.1487690737534149,Pulmonary Consolidation
327,0.9079771300494384,0.1157202826110287,0.1593374633661692,Pulmonary Consolidation
328,0.9127645193811303,0.1088683375894713,0.1539737499209618,Pulmonary Consolidation
329,0.984781784979856,0.01956026501871,0.017980933955318,Pulmonary Consolidation
330,0.980126324543868,0.0252646189141363,0.0186894186741972,Pulmonary Consolidation
331,0.9789453883251906,0.0266156671232767,0.0161299048415482,Pulmonary Consolidation
332,0.9862468719635824,0.0177068445795075,0.019512893776007,Pulmonary Consolidation
333,0.9837410169460052,0.0205287175146266,0.0193761664059637,Pulmonary Consolidation
334,0.9827144805313612,0.0221304790627605,0.0192494359625956,Pulmonary Consolidation
335,0.9885205439063056,0.0148584975905512,0.0105667052563985,Pulmonary Consolidation
336,0.9873393348762414,0.0164983762022001,0.0154086931420254,Pulmonary Consolidation
337,0.9869625628814914,0.016707260800373,0.0176961640745669,Pulmonary Consolidation
338,0.9888568094784,0.0143104880590272,0.0151633831805221,Pulmonary Consolidation
339,0.9861229527602056,0.0178494789588813,0.0137396018037441,Pulmonary Consolidation
340,0.983160188905406,0.021801287007998,0.0178600774920746,Pulmonary Consolidation
341,0.9844158491386472,0.0198006763456246,0.0167963049488552,Pulmonary Consolidation
342,0.9831678938487324,0.0217069438694249,0.0179716254929529,Pulmonary Consolidation
343,0.985869016191995,0.0180976655986512,0.0147899787279493,Pulmonary Consolidation
344,0.9885127258679632,0.0146530727075758,0.0146232309617501,Pulmonary Consolidation
