img_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Label
1,0.06857203333455492,0.02514225129454581,0.051561713569399016,0.027909248302808696,0.06591782714656162,0.020135367652879807,0.060391995208307195,0.026988597638603482,0.06395016647129802,0.024407621945126,0.047671895322701795,0.019890724948913675,0.07389290245964496,0.019502901386756887,0.054966861640514536,0.024708769518590974,0.04552016237967487,0.03271311640609428,0.08763345486403849,0.027836185048284674,0.04467606013166457,0.02062907091157125,0.041527450034865104,0.023853622382599374,Pulmonary Consolidation
2,0.07671027687441091,0.02386481784770217,0.055855263426691684,0.01976402879468992,0.04881628709939119,0.023603372138906474,0.07830871264767572,0.01639749922650436,0.04762668495942641,0.022193098524790327,0.06316864817349478,0.01470043515900192,0.08841759459775501,0.013783436541269425,0.046178731848614527,0.029194473444192605,0.05634046059334254,0.018040794138651672,0.07949518793071547,0.024057641416411164,0.05664890129826601,0.021292855677566266,0.05197479439244014,0.023566003248089277,Pulmonary Consolidation
3,0.07670969293348663,0.02514941657033058,0.060352808891386944,0.017850355019987905,0.06429191069098793,0.021902250864679902,0.08125622483432475,0.019726733485732673,0.05499574072149409,0.019831578630093948,0.04862774783709961,0.023949000522816812,0.08077915930479881,0.020272926525787553,0.047996322749451766,0.017480189167829462,0.05854976722722394,0.02307177913541599,0.07249252294091513,0.01525679175745217,0.050519720306816535,0.02579237175073302,0.04640314870736555,0.026741839423788206,Pulmonary Consolidation
4,0.0750203677648686,0.017230689476291007,0.04343086708103791,0.01780758567434033,0.06383508606020402,0.022170155469689014,0.07976839356198213,0.020802941160886795,0.057767002242107755,0.02235261660979602,0.047215187950574236,0.01947586337695989,0.08403030038912648,0.017974806578698762,0.05901838301274553,0.023156006932235098,0.05147102634507831,0.022942679272676455,0.08009585667377842,0.02336577185769756,0.05762991819730964,0.016736916501257852,0.05626080407319582,0.020440773737462357,Pulmonary Consolidation
5,0.06479643358400826,0.02005771638858668,0.053553595425710095,0.021802571934426116,0.06510034950122508,0.019057573023118272,0.0766997435595891,0.015074502603154056,0.05973132137465214,0.017843421027929424,0.06139202578830442,0.020411657945576197,0.08696153730212887,0.018825126789366337,0.05347726445806499,0.021557987997357222,0.051216720101461694,0.018301594993385215,0.07884017242037708,0.026065231930033038,0.04967115218409715,0.03021369714220378,0.05042823409319371,0.018920368432051037,Pulmonary Consolidation
6,0.075547975916084,0.023037285233687588,0.0559641025246663,0.020860930514094156,0.06315380776843164,0.014304491760627777,0.08652746276426299,0.017802243690055723,0.061047613086156964,0.020428893678754795,0.04330149477742511,0.022845040070936212,0.08119643995635858,0.01688188938798917,0.058259263511775926,0.014140363102329885,0.055062786892876706,0.019267098879459252,0.08503962788529133,0.014474098351385595,0.05735875502892193,0.017063675836098684,0.053939988881824406,0.022494670500505364,Pulmonary Consolidation
7,0.07986157052393601,0.02163137338698433,0.05747493293209634,0.01836348198413086,0.04833819812255983,0.019704329895528346,0.0762564153912908,0.017342793138092345,0.06025006391426036,0.01958064140341334,0.05550592601527998,0.020520293347571127,0.08433657583548586,0.02239137117232251,0.05369151404922549,0.023178422865328303,0.049776415589803814,0.018931238406080908,0.09531353858376121,0.018997416944023956,0.05409425545213423,0.022731407722478378,0.044579710825505804,0.017148112498705913,Pulmonary Consolidation
8,0.08758709509817945,0.01729627812672598,0.05811986490200569,0.019935591165447568,0.04674572879872762,0.022433265542859918,0.07501971153405566,0.021483971405692706,0.054849766685460336,0.021229428242296712,0.04678208836389475,0.01897905811672652,0.08043266018415952,0.017873478124172688,0.05923373041884137,0.022487570709935432,0.04782451687898642,0.017584654404399824,0.0960402600058569,0.01887824442136146,0.05426571844148265,0.017504256102914544,0.05759172187416964,0.019821340451646605,Pulmonary Consolidation
9,0.08319513136157679,0.02169911805792688,0.0447554663646034,0.016164012903555628,0.05144391080442277,0.02323187474287038,0.09544100307470192,0.01882516230295989,0.051310176975416386,0.01810068567516771,0.05291582514472892,0.025380112382455997,0.07561812614972889,0.0225368364330046,0.059518851796575255,0.014685244518032199,0.048688392593048024,0.026906441194183478,0.09893449875649288,0.014569856300886511,0.039467766412329255,0.021248267773663787,0.05655068346384828,0.018812554817820144,Pulmonary Consolidation
10,0.09571808839120764,0.018672665934055352,0.04397649710679567,0.012919480716862601,0.05410089209734675,0.0229751100492291,0.08797978663193708,0.020115856187089057,0.060462770150480676,0.01584637768950608,0.04937488214848141,0.019827514050035043,0.08113343983792086,0.015913622046119492,0.047944356127008016,0.01985640889389548,0.06952571763576568,0.017141331630163483,0.09350945570317719,0.019974227884419934,0.04574707996428431,0.01569227404125801,0.052574754978207495,0.019017410104753548,Pulmonary Consolidation
