img_id,Entropy,Complexity,Fisher,Smoothness,Curve structure,Up-down balance,Persistence,Distance to White Noise,Label
624,0.9954527844225916,0.0058736531431868,0.0059127245287694,0.0463592844545225,0.0594608213655832,0.0073066263542454005,-0.1691232048374906,0.0012388543969606757,Emphysematous Area
625,0.9908601823637108,0.0117881585112445,0.0127143645712057,0.0705467372134038,0.090702947845805,0.007810531620055398,-0.1610607205845302,0.0024836997311172134,Emphysematous Area
626,0.9885480133913952,0.0149617206696342,0.0142279816703625,0.0781053162005542,0.108843537414966,0.020408163265306097,-0.1514865205341397,0.003021757306451774,Emphysematous Area
627,0.98599685872223,0.0182711730241984,0.0187189856668597,0.0997732426303855,0.1259763164525069,0.022927689594356197,-0.1504787100025196,0.0036965510801429606,Emphysematous Area
628,0.9899408959494712,0.0129502485172496,0.0099049266839391,0.0619803476946334,0.0765936004031242,0.016628873771731,-0.1320861678004536,0.0027405403339727727,Emphysematous Area
629,0.9863897805720409,0.017446167355796,0.0144631767803205,0.0516502897455278,0.1111111111111111,0.024943310657596404,-0.1343537414965988,0.0037249901780369962,Emphysematous Area
630,0.982227210404468,0.0227385217535514,0.0164112232429934,0.0685311161501638,0.1063240110859158,0.026455026455026502,-0.1303224993701185,0.004856713921909663,Emphysematous Area
631,0.9893428897445182,0.0136118939243702,0.0114547787962459,0.0529100529100529,0.0932224741748551,0.021415973796926197,-0.1323381204333586,0.0029488821180983066,Emphysematous Area
632,0.9823911155514168,0.0220119471557533,0.0172506271538807,0.0675233056185437,0.127488032249937,0.0330057949105569,-0.12629125724363832,0.005056168487943311,Emphysematous Area
633,0.9798755883169146,0.0251342827390446,0.0177165207597725,0.0463592844545225,0.0987654320987654,0.02821869488536151,-0.12704711514235328,0.005748482777301358,Emphysematous Area
634,0.9855807820062404,0.0182260719647736,0.0145709784586998,0.0536659108087679,0.0970017636684303,0.025447215923406402,-0.1257873519778282,0.004053436366661483,Emphysematous Area
635,0.9859021117767132,0.0178260273351596,0.014152745015256,0.0513983371126228,0.1048122952884857,0.020660115898211102,-0.1310783572688335,0.003954915206099985,Emphysematous Area
636,0.9852710012862292,0.0185946198157722,0.0139853491630684,0.055429579239103,0.0972537163013353,0.019400352733686108,-0.13082640463592848,0.004140785024478901,Emphysematous Area
637,0.9823116860686076,0.0225417820786767,0.0158325112351152,0.0622323003275384,0.0849080372889896,0.022927689594356294,-0.1262912572436383,0.004879566768431668,Emphysematous Area
638,0.9789580814575626,0.0267671506411685,0.0216378553537618,0.0808767951625094,0.1307634164777022,0.040060468631897196,-0.1323381204333586,0.005805107052572529,Emphysematous Area
639,0.9886194587708036,0.0146331006931751,0.008099657346587,0.0614764424288233,0.0871756109851348,0.013353489543965695,-0.1267951625094483,0.003102884911604869,Emphysematous Area
640,0.9843327105300252,0.0199277244379892,0.0136978073898521,0.0695389266817838,0.1068279163517259,0.02368354749307129,-0.12603930461073332,0.00434912680860443,Emphysematous Area
641,0.9782963207423908,0.0273856562433663,0.0226733134524262,0.0861678004535147,0.1229528848576467,0.023179642227261203,-0.121000251952633,0.006074008879981357,Emphysematous Area
642,0.9882626206020008,0.0150511433837594,0.0098867926464201,0.0564373897707231,0.0831443688586545,0.0148652053413958,-0.1283068783068784,0.003212451614651999,Emphysematous Area
643,0.9869125651717798,0.0167164288042499,0.0110868097771136,0.054421768707483,0.0453514739229024,0.022423784328546206,-0.12881078357268838,0.0036172009186082586,Emphysematous Area
644,0.979509529306265,0.0258081930600754,0.0185981311868961,0.0584530108339632,0.1164021164021164,0.0231796422272613,-0.1275510204081633,0.005754703829965681,Emphysematous Area
645,0.9754298794422,0.0309100418126978,0.0215518828270969,0.0650037792894935,0.0972537163013353,0.033509700176366904,-0.1262912572436383,0.0069082647382926925,Emphysematous Area
646,0.9894853581724006,0.0134775572220599,0.0087946443066144,0.0644998740236835,0.091710758377425,0.006298815822625398,-0.12377173091458821,0.0028851480683536224,Emphysematous Area
647,0.9917466936637992,0.0106265285336094,0.0075281919784831,0.0612244897959183,0.0758377425044092,0.015621063240110804,-0.1426681783824642,0.0022499658953005707,Emphysematous Area
648,0.9901702067486746,0.0127573637680355,0.0085837978631229,0.0607205845301083,0.0874275636180398,0.011841773746535694,-0.1378810783572689,0.0026326241142855646,Emphysematous Area
649,0.9842620872539928,0.0202172451039727,0.0154402856341046,0.0612244897959183,0.1191735953640715,0.017888636936256003,-0.139896699420509,0.004275743779217125,Emphysematous Area
650,0.9779407898889748,0.0276188464297182,0.0183142903737134,0.0697908793146888,0.126228269085412,0.025447215923406395,-0.12377173091458821,0.006272955604981183,Emphysematous Area
651,0.9841109532683529,0.0201211850532413,0.0155821761444614,0.0987654320987654,0.1138825900730662,0.036281179138321996,-0.122008062484253,0.004468469451552636,Emphysematous Area
652,0.9891314226016124,0.0139805831059231,0.0106313645882863,0.0665154950869236,0.1123708742756361,0.03023431594860171,-0.1366213151927439,0.0029708462428111124,Emphysematous Area
653,0.9852720084579676,0.0184509221194595,0.0130518941881643,0.0781053162005543,0.0891912320483748,0.0279667422524566,-0.1172209624590578,0.0042305459272069575,Emphysematous Area
654,0.9893541139498292,0.013665064637906,0.0098465114337762,0.0627362055933484,0.09196271101033,0.0209120685311162,-0.13939279415469902,0.0029144758880568513,Emphysematous Area
655,0.9861337431905808,0.0178250947705113,0.0121761737288664,0.0662635424540186,0.1166540690350214,0.020156210632401098,-0.13611740992693389,0.003778821327622151,Emphysematous Area
656,0.9827913300183536,0.0217587724441792,0.013354080984766,0.0602166792642983,0.1136306374401612,0.022675736961451205,-0.12150415721844299,0.004822815532902035,Emphysematous Area
657,0.9810606383121248,0.0238235960245368,0.0139421517298203,0.0617283950617283,0.1267321743512219,0.030738221214411707,-0.12200806248425311,0.005354398135055366,Emphysematous Area
658,0.9832973648836923,0.0208109052822607,0.0144487982399841,0.0798689846308893,0.09095490047871,0.03703703703703699,-0.1252834467120182,0.004835257638230675,Emphysematous Area
659,0.985603402096657,0.0185073178439914,0.0140884741077127,0.0632401108591585,0.1307634164777021,0.0173847316704459,-0.1368732678256489,0.0039167001683048635,Emphysematous Area
660,0.9839563630791928,0.0202689309862276,0.012369654166674,0.072562358276644,0.0982615268329554,0.021667926429831195,-0.11747291509196281,0.004513540343304354,Emphysematous Area
661,0.981829125377477,0.023063448955463,0.0146759386733926,0.0617283950617283,0.127739984882842,0.024187452758881303,-0.12200806248425311,0.005043980303131583,Emphysematous Area
662,0.9854580608863992,0.0188768144430025,0.0175840806117368,0.1055681531872008,0.1232048374905517,0.026203073822121406,-0.1315822625346436,0.0038914350768722125,Emphysematous Area
663,0.9842605620962926,0.0203378040609517,0.0189605135322,0.1060720584530108,0.1201814058956916,0.0226757369614512,-0.1275510204081634,0.004235624337545169,Emphysematous Area
664,0.9902223124959286,0.0126492962967041,0.0089698987449057,0.0639959687578735,0.0972537163013353,0.015873015873015907,-0.1363693625598389,0.00263655988229768,Emphysematous Area
665,0.9890448479227164,0.0141384570638862,0.0100363545036246,0.0662635424540186,0.1136306374401612,0.013101536911060703,-0.1351095993953137,0.0029644982298883365,Emphysematous Area
666,0.9857091002752592,0.0186521783494294,0.0168091426723699,0.0919627110103301,0.1302595112118921,0.020156210632401104,-0.1341017888636937,0.00377094979159791,Emphysematous Area
667,0.982960358181888,0.0218005115425565,0.0169568513041433,0.0773494583018392,0.1478961955152432,0.018392542202066,-0.13636936255983878,0.004666908335518648,Emphysematous Area
668,0.9793566742447084,0.0263636253738972,0.0232463246970976,0.0947341899722852,0.1496598639455782,0.023179642227261307,-0.1371252204585539,0.005643486643558625,Emphysematous Area
669,0.9863213248089596,0.0174664726367598,0.0126052448548534,0.0687830687830688,0.109599395313681,0.0078105316200555025,-0.1162131519274377,0.0037729811557332014,Emphysematous Area
670,0.987287832789328,0.0164650532083314,0.0135755614741782,0.0833963214915596,0.1242126480221718,0.0259511211892164,-0.1328420256991686,0.003419904676968352,Emphysematous Area
671,0.9887052441486046,0.014577729666785,0.0127602402130309,0.0728143109095489,0.1005291005291005,0.027462836986646498,-0.1368732678256489,0.0030693674033726095,Emphysematous Area
672,0.9849328998845002,0.0195025313303768,0.0159406753272125,0.0949861426051902,0.1312673217435122,0.028974552784076603,-0.1343537414965988,0.0040474692345140685,Emphysematous Area
