img_id,Entropy,Fisher information,Label
1,0.9865574335004614,0.021787753140765528,Pulmonary Consolidation
2,0.9836962640067232,0.024690846109672166,Pulmonary Consolidation
3,0.9837776856072152,0.025449925794889663,Pulmonary Consolidation
4,0.9852611205380278,0.022145049689911055,Pulmonary Consolidation
5,0.9845969778933601,0.025204376177439626,Pulmonary Consolidation
6,0.9838057368613042,0.025837750732322466,Pulmonary Consolidation
7,0.981281604521676,0.026766554075689532,Pulmonary Consolidation
8,0.9804959439794957,0.02933790166721303,Pulmonary Consolidation
9,0.9783881535889627,0.03249431971406351,Pulmonary Consolidation
10,0.980177326241078,0.026607350464745792,Pulmonary Consolidation
11,0.9728856922068737,0.030892138650610503,Pulmonary Consolidation
12,0.9858610771958405,0.017793819234975354,Pulmonary Consolidation
13,0.9851616011791532,0.01805080117593945,Pulmonary Consolidation
14,0.9854003699562608,0.01920726334840365,Pulmonary Consolidation
15,0.9832592659578355,0.018861367146501076,Pulmonary Consolidation
16,0.9844714302184702,0.024692952137671826,Pulmonary Consolidation
17,0.9875226171153014,0.017787234027084757,Pulmonary Consolidation
18,0.9920358118406429,0.008472640458926787,Pulmonary Consolidation
19,0.9887729020500553,0.011003901403307263,Pulmonary Consolidation
20,0.9842659900570273,0.017612443073264848,Pulmonary Consolidation
21,0.9886825800230546,0.011710799453494855,Pulmonary Consolidation
22,0.985999741021436,0.02007136376741798,Pulmonary Consolidation
23,0.9867827612151405,0.019441773868760732,Pulmonary Consolidation
24,0.980869851690914,0.02996780255684018,Pulmonary Consolidation
25,0.9830654708226412,0.022588204262545892,Pulmonary Consolidation
26,0.9901699125890938,0.009953530374179323,Pulmonary Consolidation
27,0.9862723299526721,0.015426065605435897,Pulmonary Consolidation
28,0.9879964558044773,0.01683250907648917,Pulmonary Consolidation
29,0.9822185981234747,0.024009903517477203,Pulmonary Consolidation
30,0.9886862514126186,0.012986170342249944,Pulmonary Consolidation
31,0.9855266304378436,0.01485532947044172,Pulmonary Consolidation
