0,Smoothness,Curve structure,Label
111,0.29251700680272114,0.2199546485260771,Pulmonary Consolidation
112,0.2993197278911565,0.20508944318468125,Pulmonary Consolidation
113,0.2942806752330562,0.21214411690602167,Pulmonary Consolidation
114,0.3066263542454019,0.19324766943814564,Pulmonary Consolidation
115,0.2844545225497607,0.2038296800201562,Pulmonary Consolidation
116,0.27034517510707995,0.2164273116654069,Pulmonary Consolidation
117,0.28924162257495584,0.21164021164021163,Pulmonary Consolidation
118,0.2836986646510457,0.2242378432854623,Pulmonary Consolidation
119,0.2952884857646763,0.2202066011589821,Pulmonary Consolidation
120,0.29226505416981613,0.21919879062736208,Pulmonary Consolidation
121,0.29251700680272114,0.2164273116654069,Pulmonary Consolidation
122,0.2804232804232804,0.20786092214663646,Pulmonary Consolidation
123,0.29730410682791636,0.2071050642479214,Pulmonary Consolidation
124,0.3058704963466869,0.20559334845049132,Pulmonary Consolidation
125,0.30133534895439656,0.2106324011085916,Pulmonary Consolidation
126,0.309901738473167,0.2050894431846813,Pulmonary Consolidation
127,0.3139329805996473,0.19853867472915088,Pulmonary Consolidation
128,0.29302091206853115,0.2234819853867473,Pulmonary Consolidation
129,0.31569664902998235,0.2204585537918871,Pulmonary Consolidation
130,0.3023431594860166,0.19198790627362056,Pulmonary Consolidation
131,0.2831947593852356,0.20005039052658102,Pulmonary Consolidation
132,0.26757369614512466,0.21768707482993202,Pulmonary Consolidation
133,0.29982363315696653,0.21063240110859158,Pulmonary Consolidation
134,0.30486268581506687,0.19601914840010076,Pulmonary Consolidation
135,0.2872260015117158,0.20710506424792136,Pulmonary Consolidation
136,0.2773998488284202,0.2013101536911061,Pulmonary Consolidation
137,0.2874779541446208,0.2053413958175863,Pulmonary Consolidation
138,0.3020912068531117,0.21390778533635674,Pulmonary Consolidation
139,0.29251700680272114,0.19526329050138574,Pulmonary Consolidation
140,0.2829428067523306,0.21239606953892665,Pulmonary Consolidation
141,0.290753338372386,0.20055429579239104,Pulmonary Consolidation
142,0.30133534895439656,0.20912068531116154,Pulmonary Consolidation
143,0.2950365331317713,0.21793902746283697,Pulmonary Consolidation
144,0.30057949105568155,0.2053413958175863,Pulmonary Consolidation
145,0.2955404383975812,0.200806248425296,Pulmonary Consolidation
146,0.2907533383723861,0.2071050642479214,Pulmonary Consolidation
147,0.291005291005291,0.19576719576719576,Pulmonary Consolidation
148,0.27891156462585037,0.2144116906021668,Pulmonary Consolidation
149,0.2877299067775258,0.2161753590325019,Pulmonary Consolidation
150,0.28647014361300077,0.20836482741244644,Pulmonary Consolidation
151,0.2988158226253465,0.20206601158982113,Pulmonary Consolidation
152,0.28924162257495584,0.22826908541194255,Pulmonary Consolidation
153,0.30788611740992694,0.2060972537163013,Pulmonary Consolidation
154,0.30914588057445197,0.199294532627866,Pulmonary Consolidation
155,0.2801713277903754,0.23431594860166288,Pulmonary Consolidation
156,0.2872260015117158,0.22272612748803225,Pulmonary Consolidation
157,0.28873771730914594,0.22121441169060216,Pulmonary Consolidation
158,0.2874779541446208,0.21441169060216675,Pulmonary Consolidation
159,0.28621819098009577,0.21617535903250193,Pulmonary Consolidation
160,0.29251700680272114,0.20634920634920637,Pulmonary Consolidation
161,0.3063744016124969,0.19904257999496094,Pulmonary Consolidation
162,0.29604434366339133,0.21088435374149664,Pulmonary Consolidation
163,0.2831947593852356,0.22474174855127238,Pulmonary Consolidation
164,0.2836986646510456,0.21718316956412193,Pulmonary Consolidation
165,0.2975560594608215,0.20080624842529604,Pulmonary Consolidation
166,0.2995716805240615,0.19375157470395565,Pulmonary Consolidation
167,0.30057949105568155,0.19425547996976572,Pulmonary Consolidation
168,0.2831947593852356,0.21567145376669186,Pulmonary Consolidation
169,0.27739984882842034,0.20332577475434616,Pulmonary Consolidation
170,0.27815570672713535,0.2237339380196523,Pulmonary Consolidation
171,0.28949357520786084,0.22297808012093723,Pulmonary Consolidation
172,0.28571428571428575,0.21718316956412195,Pulmonary Consolidation
173,0.3058704963466868,0.19853867472915093,Pulmonary Consolidation
174,0.30435878054925675,0.2020660115898211,Pulmonary Consolidation
175,0.30864197530864196,0.1912320483749055,Pulmonary Consolidation
176,0.2874779541446208,0.20786092214663637,Pulmonary Consolidation
177,0.29276895943562614,0.21718316956412195,Pulmonary Consolidation
178,0.2869740488788108,0.23204837490551777,Pulmonary Consolidation
179,0.29327286470143615,0.21365583270345176,Pulmonary Consolidation
180,0.28546233308138075,0.2330561854371378,Pulmonary Consolidation
181,0.27739984882842034,0.22146636432350722,Pulmonary Consolidation
182,0.28521038044847574,0.21919879062736208,Pulmonary Consolidation
183,0.2910052910052911,0.21491559586797684,Pulmonary Consolidation
184,0.2990677752582514,0.19727891156462585,Pulmonary Consolidation
185,0.28168304358780555,0.2121441169060217,Pulmonary Consolidation
186,0.29276895943562614,0.18694885361552027,Pulmonary Consolidation
187,0.3023431594860166,0.19853867472915093,Pulmonary Consolidation
188,0.31519274376417233,0.19375157470395565,Pulmonary Consolidation
189,0.29705215419501135,0.20886873267825648,Pulmonary Consolidation
190,0.3030990173847316,0.2073570168808264,Pulmonary Consolidation
191,0.30410682791635174,0.21541950113378683,Pulmonary Consolidation
192,0.29680020156210635,0.2066011589821114,Pulmonary Consolidation
193,0.3036029226505416,0.19879062736205597,Pulmonary Consolidation
194,0.28621819098009577,0.20156210632401111,Pulmonary Consolidation
195,0.27387251196775003,0.22247417485512724,Pulmonary Consolidation
196,0.2834467120181407,0.21289997480473677,Pulmonary Consolidation
197,0.27437641723356004,0.22247417485512722,Pulmonary Consolidation
198,0.2831947593852356,0.21315192743764175,Pulmonary Consolidation
199,0.3018392542202067,0.2106324011085916,Pulmonary Consolidation
200,0.30410682791635174,0.2053413958175863,Pulmonary Consolidation
201,0.3207357016880827,0.1892164273116654,Pulmonary Consolidation
202,0.30083144368858655,0.1985386747291509,Pulmonary Consolidation
203,0.2766439909297052,0.21567145376669186,Pulmonary Consolidation
204,0.3209876543209877,0.19803476946334087,Pulmonary Consolidation
205,0.31216931216931215,0.21088435374149656,Pulmonary Consolidation
206,0.32300327538422774,0.19904257999496094,Pulmonary Consolidation
207,0.2950365331317712,0.20534139581758631,Pulmonary Consolidation
208,0.272108843537415,0.22423784328546234,Pulmonary Consolidation
209,0.311161501637692,0.2018140589569161,Pulmonary Consolidation
210,0.31544469639707734,0.20307382212144115,Pulmonary Consolidation
211,0.3217435122197027,0.1866969009826152,Pulmonary Consolidation
212,0.28495842781557074,0.20534139581758631,Pulmonary Consolidation
213,0.3247669438145629,0.19526329050138572,Pulmonary Consolidation
214,0.2957923910304862,0.20811287477954143,Pulmonary Consolidation
215,0.30410682791635174,0.19879062736205597,Pulmonary Consolidation
216,0.2950365331317712,0.20181405895691612,Pulmonary Consolidation
217,0.29680020156210635,0.20912068531116149,Pulmonary Consolidation
218,0.3018392542202066,0.20458553791887127,Pulmonary Consolidation
219,0.30889392794154696,0.19702695893172087,Pulmonary Consolidation
220,0.2983119173595365,0.2237339380196523,Pulmonary Consolidation
221,0.2882338120433358,0.2232300327538423,Pulmonary Consolidation
222,0.2920131015369111,0.21743512219702696,Pulmonary Consolidation
223,0.2993197278911565,0.2166792642983119,Pulmonary Consolidation
224,0.3020912068531116,0.21189216427311666,Pulmonary Consolidation
225,0.30763416477702193,0.20030234315948603,Pulmonary Consolidation
226,0.28898966994205094,0.20634920634920637,Pulmonary Consolidation
227,0.2917611489040061,0.20256991685563114,Pulmonary Consolidation
228,0.29402872260015117,0.2093726379440665,Pulmonary Consolidation
229,0.2950365331317712,0.20433358528596626,Pulmonary Consolidation
230,0.3177122700932225,0.1892164273116654,Pulmonary Consolidation
231,0.31116150163769213,0.19072814310909555,Pulmonary Consolidation
232,0.30435878054925675,0.19450743260267067,Pulmonary Consolidation
233,0.3020912068531116,0.200806248425296,Pulmonary Consolidation
234,0.3018392542202066,0.20206601158982113,Pulmonary Consolidation
235,0.3025951121189216,0.20584530108339633,Pulmonary Consolidation
236,0.30385487528344685,0.20458553791887124,Pulmonary Consolidation
237,0.29705215419501124,0.2144116906021668,Pulmonary Consolidation
238,0.29654824892920134,0.20332577475434618,Pulmonary Consolidation
239,0.2905013857394811,0.2023179642227261,Pulmonary Consolidation
240,0.2952884857646763,0.21869488536155207,Pulmonary Consolidation
241,0.28999748047367097,0.2219702695893172,Pulmonary Consolidation
242,0.31872008062484264,0.19526329050138572,Pulmonary Consolidation
243,0.30839002267573695,0.19601914840010082,Pulmonary Consolidation
244,0.29730410682791636,0.19047619047619047,Pulmonary Consolidation
245,0.2988158226253464,0.19652305366591077,Pulmonary Consolidation
246,0.2995716805240615,0.20685311161501638,Pulmonary Consolidation
247,0.30032753842277654,0.20357772738725122,Pulmonary Consolidation
248,0.2685815066767448,0.2292768959435626,Pulmonary Consolidation
249,0.2804232804232804,0.2224741748551272,Pulmonary Consolidation
250,0.29402872260015117,0.19627110103300582,Pulmonary Consolidation
251,0.2834467120181406,0.22247417485512724,Pulmonary Consolidation
252,0.2960443436633912,0.19425547996976567,Pulmonary Consolidation
253,0.2960443436633912,0.20534139581758631,Pulmonary Consolidation
254,0.28949357520786095,0.21592340639959684,Pulmonary Consolidation
255,0.29251700680272114,0.20433358528596623,Pulmonary Consolidation
256,0.28974552784076596,0.19098009574200048,Pulmonary Consolidation
257,0.29402872260015117,0.19727891156462585,Pulmonary Consolidation
258,0.29402872260015117,0.20080624842529604,Pulmonary Consolidation
259,0.28621819098009577,0.20760896951373142,Pulmonary Consolidation
260,0.3139329805996473,0.18140589569160998,Pulmonary Consolidation
261,0.2869740488788108,0.20836482741244644,Pulmonary Consolidation
262,0.27840765936004036,0.20735701688082647,Pulmonary Consolidation
263,0.28243890148652057,0.217939027462837,Pulmonary Consolidation
264,0.3058704963466868,0.20609725371630133,Pulmonary Consolidation
265,0.30839002267573695,0.2055933484504913,Pulmonary Consolidation
266,0.30007558578987154,0.2013101536911061,Pulmonary Consolidation
267,0.2766439909297053,0.2106324011085916,Pulmonary Consolidation
268,0.3126732174351223,0.20483749055177622,Pulmonary Consolidation
269,0.30435878054925686,0.2071050642479214,Pulmonary Consolidation
270,0.2882338120433358,0.20811287477954143,Pulmonary Consolidation
271,0.28571428571428575,0.21012849584278157,Pulmonary Consolidation
272,0.29982363315696653,0.19803476946334092,Pulmonary Consolidation
273,0.3023431594860166,0.1975308641975309,Pulmonary Consolidation
274,0.30108339632149156,0.20382968002015622,Pulmonary Consolidation
275,0.3323255228017134,0.19173595364071558,Pulmonary Consolidation
276,0.3058704963466869,0.19853867472915093,Pulmonary Consolidation
277,0.2869740488788108,0.20836482741244639,Pulmonary Consolidation
278,0.2884857646762408,0.21693121693121686,Pulmonary Consolidation
279,0.3018392542202066,0.2050894431846813,Pulmonary Consolidation
280,0.2791635172587554,0.2141597379692618,Pulmonary Consolidation
281,0.2985638699924414,0.19173595364071555,Pulmonary Consolidation
282,0.28924162257495584,0.19702695893172084,Pulmonary Consolidation
283,0.30839002267573695,0.1788863693625598,Pulmonary Consolidation
284,0.2985638699924415,0.18417737465356515,Pulmonary Consolidation
285,0.3058704963466869,0.19551524313429075,Pulmonary Consolidation
286,0.3144368858654573,0.17334341143864956,Pulmonary Consolidation
287,0.28621819098009577,0.19652305366591083,Pulmonary Consolidation
288,0.28243890148652057,0.2098765432098765,Pulmonary Consolidation
289,0.3023431594860166,0.1783824640967498,Pulmonary Consolidation
290,0.31494079113126733,0.19904257999496094,Pulmonary Consolidation
291,0.3202317964222727,0.20786092214663646,Pulmonary Consolidation
292,0.3038548752834466,0.20307382212144112,Pulmonary Consolidation
293,0.30889392794154696,0.1980347694633409,Pulmonary Consolidation
294,0.2978080120937265,0.1980347694633409,Pulmonary Consolidation
295,0.2884857646762408,0.2048374905517763,Pulmonary Consolidation
296,0.3025951121189216,0.2078609221466364,Pulmonary Consolidation
297,0.3141849332325523,0.19223985890652553,Pulmonary Consolidation
298,0.30133534895439656,0.20861678004535147,Pulmonary Consolidation
299,0.2842025699168557,0.20256991685563114,Pulmonary Consolidation
300,0.2947845804988662,0.21466364323507178,Pulmonary Consolidation
301,0.30889392794154696,0.20055429579239106,Pulmonary Consolidation
302,0.30435878054925675,0.2146636432350718,Pulmonary Consolidation
303,0.2910052910052911,0.20735701688082642,Pulmonary Consolidation
304,0.28621819098009577,0.2086167800453515,Pulmonary Consolidation
305,0.29402872260015117,0.1977828168304359,Pulmonary Consolidation
306,0.31569664902998235,0.19173595364071555,Pulmonary Consolidation
307,0.2867220962459058,0.20861678004535145,Pulmonary Consolidation
308,0.28898966994205094,0.17913832199546484,Pulmonary Consolidation
309,0.31947593852355766,0.1834215167548501,Pulmonary Consolidation
310,0.30738221214411693,0.2091206853111615,Pulmonary Consolidation
311,0.3245149911816579,0.19702695893172084,Pulmonary Consolidation
312,0.33106575963718826,0.19047619047619047,Pulmonary Consolidation
313,0.31519274376417233,0.218442932728647,Pulmonary Consolidation
314,0.2988158226253465,0.20357772738725122,Pulmonary Consolidation
315,0.272612748803225,0.22373393801965233,Pulmonary Consolidation
316,0.27437641723356015,0.2164273116654069,Pulmonary Consolidation
317,0.2960443436633912,0.2123960695389267,Pulmonary Consolidation
318,0.2955404383975812,0.2149155958679768,Pulmonary Consolidation
319,0.28647014361300077,0.21642731166540688,Pulmonary Consolidation
320,0.2879818594104309,0.19778281683043591,Pulmonary Consolidation
321,0.30788611740992694,0.1980347694633409,Pulmonary Consolidation
322,0.30536659108087677,0.20055429579239106,Pulmonary Consolidation
323,0.3020912068531116,0.19677500629881584,Pulmonary Consolidation
324,0.2950365331317712,0.20332577475434616,Pulmonary Consolidation
325,0.2983119173595364,0.18291761148904007,Pulmonary Consolidation
326,0.3204837490551777,0.20458553791887124,Pulmonary Consolidation
327,0.3169564121945074,0.20710506424792138,Pulmonary Consolidation
328,0.31191735953640715,0.19501133786848077,Pulmonary Consolidation
329,0.08112874779541451,0.1239606953892668,Pulmonary Consolidation
330,0.07306626354245399,0.11892164273116651,Pulmonary Consolidation
331,0.07886117409926935,0.12320483749055178,Pulmonary Consolidation
332,0.07205845301083397,0.11035525321239606,Pulmonary Consolidation
333,0.08868732678256491,0.10833963214915596,Pulmonary Consolidation
334,0.08515998992189472,0.12043335852859666,Pulmonary Consolidation
335,0.07105064247921394,0.11035525321239609,Pulmonary Consolidation
336,0.09271856890904512,0.1053162005542958,Pulmonary Consolidation
337,0.08742756361803983,0.09095490047871,Pulmonary Consolidation
338,0.07407407407407413,0.09423028470647515,Pulmonary Consolidation
339,0.09397833207357015,0.09952128999748047,Pulmonary Consolidation
340,0.09372637944066514,0.13202317964222726,Pulmonary Consolidation
341,0.06701940035273368,0.10582010582010581,Pulmonary Consolidation
342,0.090199042579995,0.10783572688334592,Pulmonary Consolidation
343,0.08440413202317965,0.09750566893424037,Pulmonary Consolidation
344,0.07886117409926935,0.08440413202317965,Pulmonary Consolidation
345,0.08868732678256491,0.09221466364323505,Pulmonary Consolidation
346,0.0803728898966995,0.11262282690854117,Pulmonary Consolidation
347,0.08138070042831952,0.10355253212396076,Pulmonary Consolidation
348,0.08541194255479972,0.11715797430083141,Pulmonary Consolidation
349,0.08213655832703454,0.11237087427563619,Pulmonary Consolidation
350,0.09145880574452003,0.10808767951625095,Pulmonary Consolidation
351,0.07382212144116912,0.11312673217435126,Pulmonary Consolidation
352,0.08641975308641975,0.10859158478206099,Pulmonary Consolidation
353,0.0844041320231797,0.10556815318720081,Pulmonary Consolidation
354,0.08742756361803977,0.13378684807256233,Pulmonary Consolidation
355,0.08339632149155962,0.11312673217435124,Pulmonary Consolidation
356,0.06878306878306883,0.10758377425044091,Pulmonary Consolidation
357,0.07533383723859916,0.10052910052910052,Pulmonary Consolidation
358,0.08112874779541451,0.11740992693373647,Pulmonary Consolidation
359,0.10632401108591588,0.1315192743764172,Pulmonary Consolidation
360,0.08390022675736963,0.1166540690350214,Pulmonary Consolidation
361,0.08591584782060974,0.09397833207357018,Pulmonary Consolidation
362,0.07583774250440917,0.11917359536407157,Pulmonary Consolidation
363,0.08667170571932475,0.09674981103552527,Pulmonary Consolidation
364,0.07180650037792896,0.12471655328798184,Pulmonary Consolidation
365,0.07029478458049887,0.08793146888384984,Pulmonary Consolidation
366,0.06072058453010837,0.10355253212396076,Pulmonary Consolidation
367,0.0806248425296045,0.10481229528848574,Pulmonary Consolidation
368,0.07533383723859916,0.1070798689846309,Pulmonary Consolidation
369,0.07961703199798437,0.1108591584782061,Pulmonary Consolidation
370,0.06676744771982873,0.09498614260519028,Pulmonary Consolidation
371,0.08969513731418499,0.1128747795414462,Pulmonary Consolidation
372,0.06273620559334847,0.11715797430083139,Pulmonary Consolidation
373,0.06727135298563874,0.09952128999748044,Pulmonary Consolidation
374,0.08339632149155957,0.08289241622574955,Pulmonary Consolidation
375,0.07231040564373897,0.14084152179390272,Pulmonary Consolidation
376,0.09095490047871002,0.11413454270597129,Pulmonary Consolidation
377,0.09725371630133534,0.1068279163517259,Pulmonary Consolidation
378,0.1068279163517259,0.09120685311161503,Pulmonary Consolidation
379,0.09120685311161503,0.1148904006046863,Pulmonary Consolidation
380,0.07357016880826406,0.10178886369362564,Pulmonary Consolidation
381,0.0992693373645755,0.108843537414966,Pulmonary Consolidation
382,0.10103300579491059,0.08793146888384984,Pulmonary Consolidation
383,0.06979087931468891,0.1070798689846309,Pulmonary Consolidation
384,0.07558578987150416,0.09523809523809523,Pulmonary Consolidation
385,0.07382212144116901,0.1186696900982615,Pulmonary Consolidation
386,0.09196271101033004,0.09095490047871002,Pulmonary Consolidation
387,0.07659360040312418,0.12093726379440667,Pulmonary Consolidation
388,0.07886117409926935,0.10959939531368101,Pulmonary Consolidation
389,0.09120685311161503,0.11640211640211637,Pulmonary Consolidation
390,0.054421768707483,0.10632401108591583,Pulmonary Consolidation
391,0.05946082136558328,0.10027714789619552,Pulmonary Consolidation
392,0.07407407407407413,0.1148904006046863,Pulmonary Consolidation
393,0.0884353741496599,0.11665406903502146,Pulmonary Consolidation
394,0.09750566893424034,0.11615016376921136,Pulmonary Consolidation
395,0.07407407407407413,0.12093726379440667,Pulmonary Consolidation
396,0.04484756865709244,0.0957420005039053,Pulmonary Consolidation
397,0.07886117409926935,0.10707986898463093,Pulmonary Consolidation
398,0.0846560846560847,0.12648022171831694,Pulmonary Consolidation
399,0.07961703199798437,0.10934744268077601,Pulmonary Consolidation
400,0.09322247417485513,0.10330057949105564,Pulmonary Consolidation
401,0.0657596371882086,0.10002519526329051,Pulmonary Consolidation
402,0.05668934240362816,0.10254472159234063,Pulmonary Consolidation
403,0.08591584782060974,0.09045099521290001,Pulmonary Consolidation
404,0.06701940035273374,0.11388259007306623,Pulmonary Consolidation
405,0.07810531620055433,0.08314436885865456,Pulmonary Consolidation
406,0.07684555303602925,0.08692365835222982,Pulmonary Consolidation
407,0.07659360040312418,0.09120685311161503,Pulmonary Consolidation
408,0.07961703199798442,0.07457797933988408,Pulmonary Consolidation
409,0.08012093726379443,0.10430839002267572,Pulmonary Consolidation
410,0.053917863441672986,0.12144116906021665,Pulmonary Consolidation
411,0.04535147392290256,0.09826152683295541,Pulmonary Consolidation
412,0.07256235827664403,0.09725371630133536,Pulmonary Consolidation
413,0.05114638447971781,0.07785336356764933,Pulmonary Consolidation
414,0.08238851095993954,0.10707986898463084,Pulmonary Consolidation
415,0.09800957420005035,0.10607205845301085,Pulmonary Consolidation
416,0.09674981103552532,0.09926933736457544,Pulmonary Consolidation
417,0.0992693373645755,0.08264046359284449,Pulmonary Consolidation
418,0.08289241622574955,0.11211892164273118,Pulmonary Consolidation
419,0.07886117409926935,0.09397833207357018,Pulmonary Consolidation
420,0.06626354245401866,0.11211892164273113,Pulmonary Consolidation
421,0.10178886369362566,0.1365583270345175,Pulmonary Consolidation
422,0.0997732426303855,0.10632401108591588,Pulmonary Consolidation
423,0.08969513731418494,0.10380448475686577,Pulmonary Consolidation
424,0.1012849584278156,0.12194507432602669,Pulmonary Consolidation
425,0.09070294784580502,0.09322247417485513,Pulmonary Consolidation
426,0.0954900478710003,0.09649785840262035,Pulmonary Consolidation
427,0.06853111615016377,0.09423028470647515,Pulmonary Consolidation
428,0.0619803476946334,0.12093726379440667,Pulmonary Consolidation
429,0.06878306878306878,0.09297052154195007,Pulmonary Consolidation
430,0.0582010582010582,0.07533383723859916,Pulmonary Consolidation
431,0.0995212899974805,0.13277903754094234,Pulmonary Consolidation
432,0.08012093726379443,0.11992945326278662,Pulmonary Consolidation
433,0.07961703199798437,0.12244897959183676,Pulmonary Consolidation
434,0.08944318468127993,0.09549004787100032,Pulmonary Consolidation
435,0.08793146888384984,0.07382212144116901,Pulmonary Consolidation
436,0.09876543209876548,0.09876543209876548,Pulmonary Consolidation
437,0.10027714789619552,0.1128747795414462,Pulmonary Consolidation
